,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1194,9222400510,20150107T000000,2,1.0,880,3000,1.0,0,0,3,6,880,0,1924,0,98115,47.6749,-122.323,890,3000
16951,7151700585,20141125T000000,5,2.25,3440,5000,2.0,0,2,5,9,3440,0,1901,0,98122,47.6127,-122.286,2822,5000
4827,7366100080,20140731T000000,5,2.5,2820,9956,1.0,0,0,4,7,1410,1410,1967,0,98168,47.4715,-122.33,2700,9956
1334,573000685,20140717T000000,2,1.75,1550,6000,1.0,0,1,3,7,1550,0,1920,0,98199,47.6712,-122.409,2360,6000
816,4057300200,20141222T000000,3,1.5,1150,3323,2.0,0,0,3,7,1150,0,1988,0,98029,47.5707,-122.017,1150,2980
5551,2896000680,20140729T000000,4,2.75,2810,17674,1.0,0,0,4,8,1640,1170,1978,0,98052,47.6745,-122.144,2400,11240
16428,2741100741,20140604T000000,3,1.75,1840,5101,1.0,0,0,5,7,1040,800,1952,0,98108,47.5585,-122.317,1340,5000
19733,7238000240,20150218T000000,3,2.5,3080,5598,2.0,0,0,3,8,3080,0,2006,0,98055,47.4372,-122.206,3080,5303
5094,6450300840,20150427T000000,4,3.75,2560,5250,2.0,0,0,3,7,1900,660,1963,2006,98133,47.7326,-122.342,1400,5250
12389,3935900232,20150112T000000,3,1.0,920,5546,1.0,0,0,2,6,920,0,1928,0,98125,47.7114,-122.284,1300,5546
14826,9126101201,20140916T000000,2,1.0,680,4800,1.0,0,0,3,6,680,0,1917,0,98122,47.6084,-122.304,1610,4800
2594,3584900160,20140922T000000,3,2.5,1880,12368,1.0,0,0,4,7,1260,620,1967,0,98005,47.5901,-122.167,1950,11551
18210,6700390090,20140625T000000,3,2.5,1720,3676,2.0,0,0,3,7,1720,0,1992,0,98031,47.4039,-122.188,1720,3510
18625,2923501130,20140722T000000,4,2.25,2580,7344,2.0,0,0,3,8,2580,0,1977,0,98027,47.5647,-122.09,2390,7507
14618,7694800180,20150205T000000,3,2.5,2140,2868,2.0,0,0,3,8,1770,370,2007,0,98052,47.6668,-122.132,2140,2527
3400,7214710300,20140716T000000,4,2.5,2360,43088,2.0,0,0,3,8,2360,0,1977,0,98077,47.7661,-122.071,2850,39216
1284,7625702400,20140730T000000,2,1.0,960,6250,1.0,0,0,3,6,960,0,1916,0,98136,47.5491,-122.386,1350,6250
20668,9834201370,20150417T000000,3,2.25,1400,1078,2.0,0,0,3,8,940,460,2009,0,98144,47.5701,-122.288,1420,1230
20415,1972200556,20140703T000000,3,1.75,1630,1526,3.0,0,0,3,8,1630,0,2014,0,98103,47.6536,-122.354,1570,1274
1006,7852090810,20141119T000000,3,2.5,2430,4203,2.0,0,0,3,8,2430,0,2001,0,98065,47.5346,-121.875,2500,4798
3176,6141100750,20141008T000000,3,1.0,1380,6591,1.0,0,0,4,7,1380,0,1947,0,98133,47.7164,-122.351,1610,6594
5844,1685200190,20150115T000000,3,1.75,1610,9000,1.0,0,0,4,7,1100,510,1978,0,98092,47.3187,-122.179,1610,8000
15553,1732801150,20140701T000000,4,4.75,3970,9778,2.0,0,2,4,11,3390,580,1928,0,98119,47.6312,-122.366,3970,8460
4942,1121059030,20141013T000000,3,2.5,3110,217800,2.0,0,0,3,9,3110,0,2001,0,98092,47.3281,-122.124,2220,217800
11108,9287800135,20140714T000000,5,3.25,3070,5000,2.0,0,0,3,9,2050,1020,2006,0,98103,47.6742,-122.356,2070,5000
8955,59000201,20150505T000000,1,1.0,1940,6300,1.0,0,3,3,8,1940,0,1963,0,98116,47.5782,-122.4,2560,6300
12439,305000310,20150421T000000,4,2.5,2540,8706,2.0,0,0,3,9,2540,0,1997,0,98075,47.5855,-122.031,2540,6239
4682,6788201015,20140616T000000,2,1.75,1600,4000,1.0,0,0,5,7,850,750,1918,0,98112,47.6408,-122.3,1860,4000
13238,2623039018,20141027T000000,4,1.0,1550,15239,1.5,1,4,3,6,1370,180,1930,0,98166,47.4502,-122.378,1790,22047
15054,4385700285,20140903T000000,3,1.75,1600,4400,1.0,0,0,3,7,1030,570,1941,0,98112,47.6348,-122.281,2150,4000
19656,2922059212,20150109T000000,6,5.0,3028,18055,2.0,0,0,3,7,3028,0,2005,0,98030,47.3651,-122.197,1400,34575
11499,986000045,20141007T000000,4,1.75,2020,10332,1.0,0,0,3,7,1010,1010,1954,0,98168,47.5059,-122.303,2240,8379
21158,4233600190,20150316T000000,3,4.0,3370,8252,2.0,0,0,3,10,3370,0,2014,0,98075,47.5965,-122.013,3710,8252
14801,1972201960,20140825T000000,3,2.25,1500,1312,3.0,0,0,3,8,1500,0,2007,0,98103,47.6534,-122.346,1500,1282
15738,2211700290,20141204T000000,3,2.75,2000,7204,1.0,0,0,5,7,1250,750,1960,0,98006,47.565,-122.116,2480,17633
1165,3705900238,20140828T000000,3,1.75,1570,8400,1.0,0,0,4,7,1570,0,1959,0,98133,47.76,-122.34,1860,8639
10290,5104470070,20141016T000000,4,3.0,3110,18843,2.0,0,0,3,9,3110,0,1995,0,98058,47.4619,-122.154,3080,14735
16743,8562000010,20150501T000000,3,1.75,1210,8864,1.0,0,0,3,7,1210,0,1985,0,98042,47.3639,-122.08,1510,8062
12782,2473370870,20150416T000000,4,2.25,3490,8400,1.5,0,0,4,8,3490,0,1976,0,98058,47.4513,-122.128,2320,8723
5538,8944550050,20150508T000000,3,2.5,2080,3920,2.0,0,0,3,8,2080,0,2010,0,98118,47.5412,-122.286,2110,3710
10760,7853230200,20150309T000000,3,2.5,2480,5082,2.0,0,0,3,7,2480,0,2004,0,98065,47.5297,-121.846,2480,5874
1514,7787110060,20141013T000000,3,2.5,2210,9226,2.0,0,0,3,8,2210,0,1998,0,98045,47.4849,-121.782,2430,8902
9004,6624300110,20140623T000000,4,2.5,1870,7471,2.0,0,0,3,8,1870,0,1990,0,98055,47.4314,-122.204,2020,8912
2330,7454000030,20140816T000000,2,1.0,740,6840,1.0,0,0,5,6,740,0,1942,0,98126,47.5172,-122.375,740,6840
812,4307350200,20150512T000000,3,2.5,1680,4308,2.0,0,0,3,7,1680,0,2004,0,98056,47.4802,-122.179,2160,4182
20913,1773100967,20150223T000000,3,2.25,1350,1234,2.0,0,0,3,7,1160,190,2007,0,98106,47.5565,-122.363,1420,1234
21208,323059327,20140703T000000,4,3.5,4370,10860,2.0,0,0,3,11,4370,0,2008,0,98059,47.5066,-122.148,3560,8070
19416,1865820300,20150311T000000,3,1.0,1120,8342,1.0,0,0,4,7,1120,0,1976,0,98042,47.3732,-122.116,1190,6660
20456,3834000594,20140711T000000,3,1.5,1480,1722,3.0,0,0,3,7,1480,0,2007,0,98125,47.728,-122.292,1480,5764
7224,1786200010,20150514T000000,4,2.5,2580,11780,2.0,0,0,3,9,2580,0,2003,0,98038,47.3658,-122.04,2410,8403
19200,123039147,20150319T000000,3,2.0,2190,19800,1.0,0,0,3,7,2190,0,1994,0,98146,47.5106,-122.365,1640,9719
6224,7370600020,20141007T000000,3,1.75,1970,8540,1.0,0,3,4,8,1130,840,1950,0,98177,47.7213,-122.365,2280,8540
6446,3298300130,20150206T000000,4,1.5,1340,6200,1.0,0,0,5,6,1340,0,1959,0,98008,47.6214,-122.119,1210,7178
3870,7893203565,20141027T000000,3,1.0,1260,7500,1.0,0,0,3,6,1260,0,1954,0,98198,47.4191,-122.33,1260,7500
5118,7893804790,20141010T000000,4,2.5,2300,7500,1.0,0,3,2,7,1650,650,1959,0,98198,47.4125,-122.33,2300,7500
11790,1274500240,20140820T000000,3,1.5,1120,8366,1.0,0,0,3,7,1120,0,1968,0,98042,47.3632,-122.11,1260,9000
154,7920100045,20140516T000000,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100
14912,2926049504,20150402T000000,3,2.25,1700,9008,1.0,0,0,3,8,1340,360,1985,0,98125,47.7161,-122.317,2340,8003
10534,7016310270,20150410T000000,4,2.5,2220,7210,1.0,0,0,3,7,1270,950,1973,0,98011,47.7428,-122.183,2220,7313
9249,2523039054,20150210T000000,3,2.5,4530,22873,2.0,0,2,5,8,3220,1310,1912,0,98166,47.4567,-122.369,3100,18210
2574,8927600070,20150113T000000,3,1.75,1540,6930,1.0,0,0,3,7,1250,290,1944,0,98115,47.6782,-122.278,1760,6930
12382,1022069050,20150227T000000,3,1.75,1180,21275,1.0,0,0,4,6,1180,0,1958,0,98038,47.4018,-122.037,1490,35100
2814,567000755,20141205T000000,2,3.0,1790,1709,2.0,0,0,3,7,1400,390,2001,0,98144,47.5926,-122.296,1460,1462
12426,7680400140,20140626T000000,3,3.25,3740,136915,2.5,0,0,3,11,3100,640,1990,0,98166,47.4549,-122.363,2400,16104
10340,3259400030,20141125T000000,2,1.0,1270,1399,3.0,0,0,3,7,1270,0,2000,0,98136,47.5552,-122.381,1140,1442
13399,5093301285,20150327T000000,4,2.5,2900,10500,1.0,0,3,5,8,1450,1450,1963,0,98040,47.5838,-122.246,2900,9201
18174,9528102870,20150304T000000,3,1.0,1080,4120,1.0,0,0,3,7,980,100,1919,0,98115,47.6771,-122.319,1280,3090
4254,6802200100,20150115T000000,3,2.0,1450,8771,2.0,0,0,4,7,1450,0,1991,0,98022,47.1947,-121.989,1450,8653
6585,1099600250,20141202T000000,3,1.75,1710,6400,1.0,0,0,4,7,1240,470,1976,0,98023,47.3036,-122.377,1600,6400
20318,9532000170,20150217T000000,4,2.5,2190,3855,2.0,0,0,3,8,2190,0,2010,0,98011,47.7705,-122.169,2190,3600
10359,7888300340,20141124T000000,3,1.0,1730,7950,1.0,0,0,4,7,1180,550,1961,0,98198,47.3644,-122.312,1830,8890
14545,2326059080,20140801T000000,3,2.5,3420,79279,2.0,0,0,3,11,3420,0,1990,0,98052,47.7225,-122.126,4240,40500
19858,2524069078,20150122T000000,4,4.0,7850,89651,2.0,0,0,3,12,7850,0,2006,0,98027,47.5406,-121.982,6210,95832
15026,1323089056,20141110T000000,2,1.75,1620,113862,1.5,0,0,3,7,1620,0,1995,0,98045,47.4821,-121.719,1560,54806
5165,6673050020,20150401T000000,6,2.5,2590,11250,1.0,0,0,4,8,1390,1200,1978,0,98055,47.4608,-122.196,2270,8360
8413,2021200530,20150225T000000,4,2.75,3090,6600,1.0,0,2,3,9,1800,1290,1956,0,98199,47.6339,-122.396,2380,5000
16646,7853302140,20140524T000000,3,2.5,2460,4399,2.0,0,0,3,7,2460,0,2007,0,98065,47.5415,-121.884,2060,4399
8268,8563300085,20141201T000000,3,1.75,1530,9800,1.0,0,0,5,8,1530,0,1958,0,98133,47.7655,-122.336,1660,9800
8816,7855400330,20140604T000000,5,2.75,2660,8737,1.0,0,4,5,8,1470,1190,1969,0,98006,47.5667,-122.155,3280,8783
4263,5152100110,20150422T000000,4,2.0,2150,14161,1.0,0,2,3,8,1330,820,1966,0,98003,47.3376,-122.323,2310,14034
14623,3905030330,20141008T000000,3,2.25,1990,8501,2.0,0,0,3,8,1990,0,1991,0,98029,47.5707,-121.996,2090,6459
13707,1138000410,20140915T000000,3,1.0,980,6530,1.0,0,0,3,7,980,0,1969,0,98034,47.7133,-122.213,1220,6723
17886,7227500740,20141107T000000,2,1.0,720,4760,1.0,0,0,5,5,720,0,1942,0,98056,47.496,-122.186,840,4760
16441,4340000010,20141030T000000,3,2.25,2640,7544,1.0,0,0,3,10,2640,0,1995,0,98004,47.6224,-122.195,2650,7904
15417,2929600020,20140805T000000,3,1.5,1190,20672,1.5,0,3,3,7,1190,0,1948,0,98166,47.4459,-122.359,2150,16239
12200,1370804461,20150310T000000,3,1.75,1130,5111,1.0,0,0,4,7,930,200,1942,0,98199,47.6379,-122.4,1360,4424
1190,2624049185,20140909T000000,3,1.75,1760,5355,1.0,0,0,3,7,1160,600,1956,0,98118,47.5368,-122.267,1790,6225
4055,5040800015,20141001T000000,2,1.0,1370,5922,1.0,0,2,3,8,1130,240,1941,0,98199,47.6473,-122.406,2460,6759
4326,2111010940,20150220T000000,3,2.25,2120,3400,2.0,0,0,3,7,2120,0,2002,0,98092,47.3364,-122.17,2420,3400
2388,2395710070,20140725T000000,4,2.25,2230,6791,2.0,0,0,3,8,2230,0,2005,0,98038,47.3769,-122.028,2420,6297
17150,5469501410,20140917T000000,4,2.5,3480,12696,1.0,0,0,4,9,1980,1500,1977,0,98042,47.3816,-122.153,3480,14175
3388,8901001335,20141103T000000,4,2.75,2850,7510,2.0,0,0,3,8,2850,0,2008,0,98125,47.7097,-122.305,1510,8833
13367,7519000580,20141106T000000,4,1.0,1390,3708,1.5,0,0,4,7,1390,0,1926,0,98117,47.685,-122.363,1430,3708
4102,9262800057,20150203T000000,4,1.0,1440,9600,1.0,0,0,2,7,1440,0,1964,0,98001,47.3168,-122.264,1740,43560
7190,1565950670,20150225T000000,3,2.5,1900,7361,2.0,0,0,3,8,1900,0,1994,0,98055,47.4324,-122.191,2100,7361
3601,2487200940,20140814T000000,4,3.5,3210,5000,3.0,0,0,3,9,3210,0,2014,0,98136,47.5203,-122.393,1360,5000
19352,1523059103,20140926T000000,4,2.5,2570,22215,2.0,0,0,5,7,2570,0,1958,0,98059,47.4833,-122.157,2460,6533
10353,3308030060,20140619T000000,3,1.75,2310,11200,1.0,0,0,4,8,1630,680,1978,0,98030,47.3637,-122.21,2350,13300
21149,7203160190,20141029T000000,5,4.0,4100,8120,2.0,0,0,3,9,4100,0,2011,0,98053,47.6917,-122.02,4100,7625
1885,795001600,20141125T000000,3,1.0,1710,10190,1.0,0,0,3,6,1310,400,1949,0,98168,47.506,-122.331,1200,6251
2795,1326069050,20150504T000000,2,2.0,2370,155130,1.0,0,0,3,7,2370,0,1970,0,98019,47.7388,-121.972,1860,14475
1583,3271801090,20150430T000000,4,2.0,2590,7220,2.0,0,2,4,10,2590,0,1930,0,98199,47.647,-122.41,2530,6380
16740,3754700050,20140618T000000,3,2.0,1670,7700,1.0,0,0,3,7,1170,500,1972,0,98034,47.725,-122.2,1500,7875
18805,3904900230,20140716T000000,3,2.25,1850,10855,1.0,0,0,3,8,1370,480,1985,0,98029,47.5696,-122.02,1850,8209
763,8856940060,20150227T000000,4,2.75,2730,4683,2.0,0,0,3,7,2730,0,2005,0,98038,47.3608,-122.043,2230,4924
1783,8598900125,20150406T000000,3,1.75,1530,8028,1.0,0,0,3,7,1200,330,1967,0,98177,47.7768,-122.361,1530,8028
17976,3755000120,20150226T000000,3,1.0,1120,10500,1.0,0,0,4,7,1120,0,1966,0,98034,47.7267,-122.226,1320,10500
12038,3630110370,20140624T000000,3,2.5,2140,3821,2.0,0,0,3,8,2140,0,2005,0,98029,47.5541,-121.995,2860,3841
295,9510920070,20140710T000000,4,2.5,3360,22111,2.0,0,0,3,10,3360,0,1994,0,98075,47.5951,-122.017,3150,11374
536,6204420070,20150501T000000,4,1.75,1570,8268,1.0,0,0,3,7,1570,0,1979,0,98011,47.7373,-122.197,1870,8190
16551,3352401476,20141124T000000,2,1.0,860,5000,1.0,0,0,3,7,860,0,1949,0,98178,47.5005,-122.267,1130,6000
12353,3438500798,20140715T000000,3,1.5,1060,6954,1.0,0,0,4,6,1060,0,1983,0,98106,47.5498,-122.355,1560,6954
2033,2461900510,20140926T000000,4,1.0,1010,6000,1.0,0,0,3,6,750,260,1925,0,98136,47.5518,-122.383,1450,6000
8208,521079025,20150417T000000,3,2.5,3160,286181,2.0,0,3,3,9,3160,0,2002,0,98010,47.3401,-121.946,2110,94663
16081,3885801190,20140730T000000,4,3.5,3230,7200,1.0,0,1,3,10,1640,1590,2000,0,98033,47.6838,-122.212,2660,7200
19096,7852020580,20140724T000000,3,2.75,1890,3930,2.0,0,0,3,8,1890,0,1999,0,98065,47.5337,-121.867,2100,4259
6667,1245500950,20150504T000000,4,2.5,2190,6300,1.0,0,3,3,7,1240,950,1960,0,98033,47.6918,-122.216,2730,14659
13664,6388920410,20150423T000000,3,2.5,2370,7916,2.0,0,0,3,9,2370,0,1990,0,98056,47.528,-122.171,2500,8221
20631,6600060160,20150209T000000,4,2.5,2130,4467,2.0,0,0,3,8,2130,0,2014,0,98146,47.5108,-122.363,1830,8160
12297,3224500240,20140617T000000,3,2.75,2750,18029,1.0,0,2,5,9,1810,940,1978,0,98006,47.5617,-122.134,2850,10021
9026,7852190580,20150210T000000,3,2.5,2700,6037,2.0,0,0,3,8,2700,0,2004,0,98065,47.5376,-121.879,2740,6054
10228,6792200282,20140922T000000,3,2.5,1560,10608,2.0,0,0,3,7,1560,0,1994,0,98042,47.3572,-122.161,1360,10608
10598,2459500070,20141222T000000,3,2.25,1590,9425,1.0,0,0,3,7,1170,420,1985,0,98058,47.4291,-122.16,1590,9394
9910,8733000045,20141007T000000,4,3.0,2420,9566,2.0,0,0,3,7,2420,0,2003,0,98188,47.4693,-122.266,2420,9135
16750,3630180470,20150205T000000,4,2.75,3250,5500,2.0,0,0,3,9,3250,0,2007,0,98027,47.5398,-121.997,3920,6000
18843,4443800785,20141121T000000,2,1.0,1620,3880,1.0,0,0,4,7,920,700,1924,0,98117,47.6855,-122.391,1330,3880
9603,1926069192,20140509T000000,4,4.25,5860,52889,2.0,0,0,4,10,4910,950,1996,0,98072,47.7245,-122.095,3320,39066
579,8945200860,20141211T000000,3,1.0,1384,8960,1.0,0,0,4,6,1384,0,1965,0,98023,47.3062,-122.371,1000,8470
10070,3822200105,20140923T000000,4,1.75,2030,12518,1.0,0,0,3,8,1610,420,1950,0,98125,47.7278,-122.297,1650,7872
7343,4289900005,20141230T000000,4,3.25,2850,4100,2.0,0,3,3,10,1820,1030,1908,2003,98122,47.6147,-122.285,2130,4200
20382,6824100014,20150429T000000,3,3.0,1460,1180,3.0,0,0,3,8,1460,0,2006,0,98117,47.6998,-122.367,1460,1224
6484,9477001410,20150225T000000,4,1.75,1520,10630,1.0,0,0,4,7,1520,0,1967,0,98034,47.7347,-122.193,1550,8039
1482,8161010060,20141218T000000,3,2.5,2490,21937,2.0,0,0,3,8,2490,0,1993,0,98014,47.6442,-121.898,2450,21937
5452,422000010,20141106T000000,3,1.0,1580,5250,1.0,0,0,5,7,1580,0,1954,0,98056,47.4964,-122.168,1180,5940
5174,9264920250,20140710T000000,3,2.25,1720,7885,2.0,0,0,3,8,1720,0,1983,0,98023,47.3136,-122.344,2340,7885
4357,3364900375,20150423T000000,2,1.0,1620,6120,1.0,0,0,3,7,1620,0,1951,0,98115,47.6731,-122.326,1650,4590
2715,3876810140,20140527T000000,3,1.0,1810,12375,2.0,0,0,3,7,1810,0,1970,0,98072,47.7427,-122.172,1420,9357
20222,3362400094,20141203T000000,3,2.25,1540,1005,3.0,0,0,3,8,1540,0,2008,0,98103,47.6827,-122.346,1510,1501
18022,4310700778,20150210T000000,3,2.25,1860,1558,3.0,0,0,3,8,1860,0,2014,0,98103,47.7006,-122.339,1760,2456
19528,9165100375,20141118T000000,5,2.0,2740,3838,1.0,0,0,4,7,1370,1370,1959,0,98117,47.6819,-122.393,1660,4040
15502,3793500920,20140731T000000,3,2.5,2390,6441,2.0,0,0,3,7,2390,0,2002,0,98038,47.3659,-122.029,2180,7346
18250,7202340530,20150410T000000,3,2.5,1690,4088,2.0,0,0,3,7,1690,0,2004,0,98053,47.6779,-122.034,1950,4088
17529,7300410010,20141204T000000,4,2.5,2690,6099,2.0,0,0,3,9,2690,0,1998,0,98092,47.3314,-122.171,2520,6168
8507,3649100304,20140819T000000,3,2.25,1740,11040,2.0,0,0,3,8,1740,0,1980,0,98028,47.7376,-122.242,1720,11778
14298,923000120,20150408T000000,3,1.5,2200,7620,1.0,0,0,4,7,1130,1070,1942,0,98177,47.7263,-122.363,2170,7672
7508,3178100065,20140925T000000,4,1.5,2270,6010,1.0,0,0,3,8,1290,980,1954,0,98115,47.6743,-122.269,2120,5987
9141,1523059100,20140902T000000,5,1.0,1740,27350,1.0,0,0,4,5,1740,0,1958,0,98059,47.4809,-122.153,2760,10749
10196,967000400,20150428T000000,5,1.5,1700,7200,1.5,0,0,3,7,1700,0,1937,0,98011,47.7614,-122.203,1460,7194
10268,669000350,20140926T000000,3,3.0,4610,8400,2.0,0,2,3,8,2790,1820,1947,1999,98144,47.5854,-122.292,2160,5000
8548,2991000220,20150317T000000,4,2.5,2310,6320,2.0,0,0,3,8,2310,0,1997,0,98092,47.3287,-122.167,1850,6181
3079,4027700853,20150428T000000,6,2.0,2400,7684,1.0,0,0,3,6,1200,1200,1932,2005,98028,47.7705,-122.269,1290,9800
11612,9297301535,20140529T000000,3,1.5,2600,5085,1.0,0,0,4,7,1400,1200,1940,0,98126,47.5659,-122.376,1320,4000
3053,1150001270,20140724T000000,3,2.5,2270,7866,1.0,0,0,4,10,2270,0,1988,0,98029,47.5622,-122.022,2580,8132
17842,4151800265,20150306T000000,3,1.0,1010,6120,1.0,0,0,3,6,1010,0,1942,0,98033,47.6648,-122.204,1260,5977
4749,5101407305,20141218T000000,2,1.0,750,6380,1.0,0,0,3,7,750,0,1949,0,98125,47.7033,-122.308,1690,6495
2669,3021059155,20141212T000000,3,1.0,1220,6000,1.0,0,0,5,7,1220,0,1961,0,98002,47.2811,-122.214,1420,13137
2769,3352401981,20140521T000000,4,2.0,2030,8120,2.0,0,0,3,7,2030,0,1950,0,98178,47.4994,-122.261,1520,9440
13779,7844200040,20140731T000000,3,1.75,2100,9066,1.0,0,0,3,8,1440,660,1962,0,98188,47.4294,-122.292,2000,9132
12721,6619900120,20141208T000000,5,3.5,3860,9600,1.0,0,3,4,8,2660,1200,1973,0,98034,47.7139,-122.223,2440,9600
14880,4058800500,20140710T000000,4,1.75,2320,5490,1.0,0,3,3,8,1160,1160,1956,0,98178,47.5091,-122.241,2240,7200
16329,7984400005,20140626T000000,3,1.0,1640,12384,1.0,0,0,4,7,1090,550,1954,0,98003,47.3256,-122.298,1550,11200
4843,1312200080,20140528T000000,3,1.5,1560,7300,1.0,0,0,4,7,1040,520,1964,0,98001,47.3427,-122.281,1460,7910
21138,2781230020,20141209T000000,4,2.5,2820,6666,2.0,0,0,3,9,2820,0,2007,0,98038,47.3473,-122.031,1880,7200
20801,8682300400,20140619T000000,3,2.5,2320,6775,1.0,0,0,3,8,2320,0,2008,0,98053,47.7158,-122.016,1680,4750
8763,8562970040,20140516T000000,5,3.25,3690,12353,2.0,0,0,5,9,3690,0,1977,0,98155,47.7672,-122.292,2290,9082
20827,1329300070,20150320T000000,4,2.5,2478,6079,2.0,0,0,3,8,2478,0,2012,0,98030,47.3524,-122.175,2279,6079
13519,723049158,20150313T000000,4,1.0,1460,18599,1.5,0,0,3,5,1460,0,1940,0,98146,47.5006,-122.351,1320,8100
7342,6163901261,20140909T000000,4,1.0,1440,8320,1.5,0,0,3,7,1440,0,1946,0,98155,47.7529,-122.318,1440,9230
16413,7852160080,20150121T000000,4,3.5,3720,13591,2.0,0,3,3,10,3720,0,2004,0,98065,47.536,-121.858,4210,14282
14285,5566100145,20140903T000000,3,1.5,1360,11250,1.0,0,0,4,7,1360,0,1955,0,98006,47.5697,-122.177,1440,11250
16610,109210460,20141029T000000,3,2.0,2330,8000,1.0,0,0,3,7,1390,940,1986,0,98023,47.2958,-122.368,1570,7227
2051,2991000400,20140723T000000,3,2.5,1790,6371,2.0,0,0,3,8,1790,0,1998,0,98092,47.3291,-122.168,1850,6371
10584,191100140,20150316T000000,4,2.5,2250,10160,2.0,0,0,5,8,2250,0,1967,0,98040,47.5645,-122.219,2660,10125
6155,236400130,20150123T000000,3,2.5,1820,7242,1.0,0,0,3,7,1220,600,1959,0,98188,47.4318,-122.292,1350,8214
4636,7645900165,20141016T000000,4,1.0,2150,3588,2.0,0,3,4,8,1850,300,1926,0,98126,47.5767,-122.378,1950,3588
16521,1221000562,20140722T000000,3,2.5,1730,1803,2.0,0,0,3,7,1730,0,2005,0,98166,47.4648,-122.335,1190,7980
11552,4331000400,20150220T000000,3,1.5,1150,13200,1.0,0,0,3,7,1150,0,1956,0,98166,47.4752,-122.345,1220,13066
13888,7967900150,20150430T000000,4,2.5,3030,9500,2.0,0,0,3,8,3030,0,1989,0,98001,47.3511,-122.287,2650,9500
701,1895000045,20150504T000000,2,1.0,820,5100,1.0,0,0,3,6,820,0,1953,0,98118,47.5156,-122.262,1170,5304
14391,65000085,20140708T000000,3,2.0,1550,6039,1.0,0,0,5,7,830,720,1942,0,98126,47.5436,-122.378,1330,6042
7002,6377200010,20141208T000000,4,3.0,4750,21701,1.5,0,0,5,11,4750,0,1976,0,98004,47.6454,-122.218,3120,18551
1569,98030160,20150212T000000,3,3.5,3500,9473,2.0,0,0,3,10,3500,0,2008,0,98075,47.5807,-121.972,3510,7833
6674,225039049,20140908T000000,2,1.0,1530,6450,1.0,0,0,4,7,1530,0,1920,0,98117,47.6833,-122.398,1530,5000
1295,9393700140,20150310T000000,3,1.0,1150,5120,1.0,0,0,4,6,800,350,1946,0,98116,47.5588,-122.392,1220,5120
16121,8731982630,20140522T000000,4,2.25,1720,8300,1.0,0,0,4,8,1720,0,1973,0,98023,47.3192,-122.385,2010,8000
1691,3356406510,20140530T000000,3,2.0,1560,7352,1.0,0,0,3,6,1560,0,1992,0,98001,47.2804,-122.251,1120,7950
20151,53500020,20150114T000000,3,2.5,1870,4046,2.0,0,0,3,7,1870,0,2007,0,98042,47.342,-122.059,2130,4800
791,7504101230,20140623T000000,4,2.5,2810,11120,2.0,0,0,3,9,2810,0,1982,0,98074,47.6337,-122.044,3100,12672
2122,2591010240,20141201T000000,2,1.5,1370,4102,2.0,0,0,4,7,1370,0,1987,0,98033,47.6943,-122.184,1380,3211
5039,3224800010,20141112T000000,3,1.5,1660,8738,1.0,0,0,4,7,1080,580,1959,0,98002,47.3117,-122.208,1500,8466
11702,16000200,20141024T000000,3,2.25,1640,4420,2.0,0,0,4,7,1640,0,1918,1983,98002,47.311,-122.21,1230,6632
1205,4123400340,20141203T000000,4,2.25,1580,7307,1.0,0,0,3,8,1160,420,1973,0,98027,47.569,-122.086,2020,7458
1754,5608000700,20140918T000000,3,2.5,4570,10615,2.0,0,0,3,12,4570,0,1991,0,98027,47.5533,-122.097,3860,11576
12804,4363700304,20140804T000000,2,1.0,1270,7440,1.0,0,0,4,7,910,360,1949,0,98126,47.5285,-122.372,1040,7500
11623,7871500685,20140708T000000,2,2.0,1170,1890,1.5,0,1,4,8,1170,0,1927,0,98119,47.6402,-122.371,2160,4000
8006,1250200600,20150408T000000,3,1.0,1240,3600,1.5,0,0,3,7,1240,0,1902,0,98144,47.5986,-122.298,1680,3600
17341,4232902335,20140814T000000,5,4.0,2710,2800,3.0,0,0,3,10,2380,330,1974,2008,98119,47.6346,-122.364,1530,3600
11525,4077800247,20140610T000000,3,1.5,2010,9480,1.0,0,0,3,8,1570,440,1951,0,98125,47.7102,-122.281,1920,8791
7416,8651402660,20141008T000000,4,1.5,1450,5530,1.0,0,0,4,6,1450,0,1969,0,98042,47.3613,-122.087,1060,5200
7710,644200040,20140515T000000,5,4.25,3920,16258,2.0,0,0,3,9,2900,1020,1990,0,98004,47.5871,-122.192,2540,12131
9445,3523029077,20141007T000000,3,1.0,1340,18000,1.0,0,0,4,7,1340,0,1924,0,98070,47.4443,-122.509,1660,196591
15511,2013800095,20140904T000000,3,2.25,1650,10000,2.0,0,0,3,7,1650,0,1988,0,98198,47.3862,-122.315,1420,10000
11075,2113700510,20141027T000000,3,1.75,1170,4000,1.0,0,0,3,6,720,450,1943,2013,98106,47.5306,-122.354,1130,4000
16122,2968800660,20140513T000000,3,1.0,1090,8640,1.0,0,0,4,6,1090,0,1973,0,98166,47.459,-122.355,1260,8400
15312,1423700680,20150226T000000,3,1.75,1390,7700,1.0,0,0,5,7,1390,0,1965,0,98058,47.4559,-122.183,1260,7700
